,close,volume,sentiment
0,11162.05,2467.252193,0.0
1,11144.18,1584.847267,0.0
2,11321.51,2923.49096,0.0
3,11233.74,1982.839602,0.0
4,11141.57,1659.125365,0.0
5,11280.0,2729.265472,0.0
6,11200.3,1834.874917,0.0
7,11111.55,1700.612998,0.0
8,11014.35,4065.932386,0.0
9,11066.02,1736.403258,0.0
10,10934.76,1951.866485,0.0
11,10970.73,2087.597275,0.0
12,11399.94,3974.814546,0.0
13,11335.59,2231.316984,0.0
14,11321.73,1589.782843,0.0
15,11444.45,1421.557077,0.0
16,11379.14,2812.856369,0.0
17,11319.31,2405.189221,0.0
18,11352.12,1805.970781,0.0
19,11384.07,1680.358328,0.0
20,11290.41,2796.426968,0.0
21,11379.28,1368.514567,0.0
22,11328.98,1568.855303,0.0
23,11369.79,1394.024014,0.0
24,11380.43,3989.074059,0.0
25,11337.0,1743.948515,0.0
26,11391.93,1263.047587,0.0
27,11574.32,3918.532707,0.0
28,11547.0,2588.178509,0.0
29,11539.7,1426.725501,0.0
30,11442.27,1403.180873,0.0
31,11493.34,939.177707,0.0
32,11427.28,845.859093,0.0
33,11174.0,4720.360141,0.0
34,11237.62,2240.758448,0.0
35,11256.49,1340.98619,0.0
36,11200.45,1523.382832,0.0
37,11231.29,888.090416,0.0
38,11189.87,1007.258481,0.0
39,11149.05,1261.986563,0.0
40,11277.05,1457.718069,0.0
41,11224.43,876.355051,0.0
42,11177.25,566.078242,0.0
43,11198.99,1103.42049,0.0
44,11185.4,802.622328,0.0
45,11239.59,1271.234434,0.0
46,11267.62,1617.665723,0.0
47,11324.3,1677.77718,0.0
48,11300.0,3159.487066,0.0
49,11331.94,2365.777278,0.0
50,11307.14,911.009823,0.0
51,11222.58,2198.576687,0.0
52,11166.15,1798.837206,0.0
53,11408.0,3830.247315,0.0
54,11390.4,2037.869382,0.0
55,11474.18,2643.218014,0.0
56,11448.0,2177.69284,0.0
57,11470.91,944.011907,0.0
58,11367.21,1994.690713,0.0
59,11406.24,769.787559,0.0
60,11373.7,1045.790219,0.0
61,11401.61,718.589512,0.0
62,11349.94,843.2181,0.0
63,11346.34,1295.528607,0.0
64,11420.52,1259.423277,0.0
65,11406.54,755.833782,0.0
66,11376.09,632.543727,0.0
67,11420.55,1107.359257,0.0
68,11638.34,2064.177951,0.0
69,11777.36,6361.279209,0.0
70,11854.78,4093.402936,0.0
71,11884.8,2445.981856,0.0
72,11826.59,2113.204953,0.0
73,11836.59,1570.17035,0.0
74,11847.99,2159.911,0.0
75,11832.52,1590.135646,0.0
76,11822.59,2234.517079,0.0
77,11855.77,1135.722684,0.0
78,11840.7,1217.977646,0.0
79,12185.57,6356.988927,0.0
80,12138.34,4922.888709,0.0
81,12282.11,1993.087618,0.0
82,12271.27,1917.653211,0.0
83,12238.6,2346.980959,0.0
84,12209.88,1358.699233,0.0
85,12507.33,4064.561794,0.0
86,12631.51,5884.983659,0.0
87,12655.53,4550.74027,0.0
88,12681.99,2281.01821,0.0
89,12642.36,2439.544129,0.0
90,12725.04,2229.563946,0.0
91,12424.71,6376.034761,0.0
92,12533.39,3736.43167,0.0
93,12630.64,2701.788767,0.0
94,12206.16,15403.00873,0.0
95,12255.71,3374.481889,0.0
96,12332.09,1595.211224,0.0
97,12347.87,1701.007451,0.0
98,12264.59,1814.244798,0.0
99,12339.33,2607.51282,0.0
100,12504.26,3013.337347,0.0
101,12508.83,1588.953823,0.0
102,12555.66,1740.199273,0.0
103,12494.73,3242.369797,0.0
104,12396.65,1832.413036,0.0
105,12540.35,2153.643824,0.0
106,12551.43,1358.699253,0.0
107,12543.41,1393.680642,0.0
108,12842.0,4574.234751,0.0
109,12907.13,5589.665223,0.0
110,13030.0,5327.198254,0.0
111,12968.57,6516.650411,0.0
112,13012.59,3100.256584,0.0
113,13032.94,1714.530991,0.0
114,12954.1,1926.425934,0.0
115,12860.89,3811.569582,0.0
116,12935.58,1676.095582,0.0
117,12943.43,2050.658568,0.0
118,12980.77,1543.5535,0.0
119,12970.23,2705.195925,0.0
120,13028.38,2666.112902,0.0
121,13035.0,3414.580946,0.0
122,12550.03,10572.0191,0.0
123,12367.91,11248.95108,0.0
124,12276.82,6307.153607,0.0
125,12292.62,5056.138246,0.0
126,12207.45,2222.214789,0.0
127,12070.96,7403.340644,0.0
128,11793.16,8069.956584,0.0
129,11969.88,5207.426776,0.0
130,12079.35,4136.170494,0.0
131,12108.37,2405.944534,0.0
132,11944.35,4427.07771,0.0
133,11989.04,2057.924536,0.0
134,11975.55,1650.120668,0.0
135,11702.04,4046.044558,0.0
136,11374.13,10024.86633,0.0
137,11432.0,5164.913643,0.0
138,11567.68,2642.941324,0.0
139,11586.18,3629.942558,0.0
140,11422.38,2421.596829,0.0
141,11453.99,2122.579902,0.0
142,11430.0,2615.351467,0.0
143,11600.0,3550.762456,0.0
144,11576.51,3882.324326,0.0
145,11612.29,1928.147971,0.0
146,11720.6,2599.462705,0.0
147,11489.66,4569.606309,0.0
148,11680.79,4315.180471,0.0
149,11668.0,2196.197637,0.0
150,11641.19,1731.454482,0.0
151,11562.07,2327.140301,0.0
152,11156.69,11202.97077,0.0
153,11289.33,3083.67931,0.0
154,11319.32,2353.795608,0.0
155,11342.89,2962.379191,0.0
156,11460.77,3760.570798,0.0
157,11423.94,1786.878544,0.0
158,11379.78,1160.084317,0.0
159,11186.81,3031.653341,0.0
160,11315.95,3735.815142,0.0
161,11396.84,2398.929504,0.0
162,11430.27,1746.067764,0.0
163,11651.35,4468.226524,0.0
164,11584.32,2631.163878,0.0
165,11633.96,1926.148551,0.0
166,11640.04,2855.651157,0.0
167,11654.69,1633.163109,0.0
168,11627.81,1975.577079,0.0
169,11635.89,1922.551264,0.0
170,11583.62,1891.692424,0.0
171,11475.0,3590.311892,0.0
172,11499.7,2876.350374,0.0
173,11591.68,1856.163691,0.0
174,11561.09,1688.93952,0.0
175,11590.0,1099.308546,0.0
176,11850.11,3572.233434,0.0
177,11749.64,2394.797588,0.0
178,11758.33,1303.860102,0.0
179,11757.22,1015.719738,0.0
180,11707.75,1059.685375,0.0
181,11664.92,1410.591189,0.0
182,11630.73,796.770521,0.0
183,11586.71,1732.234674,0.0
184,11605.9,1848.124973,0.0
185,11647.13,1312.519571,0.0
186,11525.0,1089.071886,0.0
187,11464.61,2421.01569,0.0
188,11510.04,1600.781021,0.0
189,11499.56,1414.193319,0.0
190,11298.14,5371.189756,0.0
191,11303.01,2408.821912,0.0
192,11312.5,2048.166848,0.0
193,11356.1,2001.552125,0.0
194,11318.95,1293.401076,0.0
195,11413.9,1793.263876,0.0
196,11327.52,1484.521859,0.0
197,11345.97,1331.953197,0.0
198,11135.99,4277.498986,0.0
199,11187.4,2688.957624,0.0
200,10921.85,4432.185996,0.0
201,11060.88,3037.254661,0.0
202,11259.11,5745.202891,0.0
203,11355.76,1646.635522,0.0
204,11301.44,1645.133916,0.0
205,11395.13,1929.986698,0.0
206,11325.36,1181.746323,0.0
207,11281.73,1548.084135,0.0
208,11160.17,2295.552904,0.0
209,11226.26,1307.191131,0.0
210,11215.15,959.008419,0.0
211,11126.8,1748.996092,0.0
212,11087.63,1317.790637,0.0
213,10875.06,5319.345241,0.0
214,10732.42,6908.723426,0.0
215,10681.52,5003.090533,0.0
216,10698.21,4685.746572,0.0
217,10640.0,3481.272426,0.0
218,10614.63,2667.182232,0.0
219,10413.12,5900.697696,0.0
220,10572.03,4286.529414,0.0
221,10575.6,2710.766046,0.0
222,10477.58,3753.132376,0.0
223,10488.17,1862.288464,0.0
224,10632.89,3108.639838,0.0
225,10656.85,1431.447571,0.0
226,10490.28,1655.227275,0.0
227,10174.18,5809.999871,0.0
