,time,sentiment
277,2021-02-13 22:00:00,0.0
278,2021-02-15 00:00:00,0.0
279,2021-02-15 10:00:00,0.0
280,2021-02-15 11:00:00,0.0
281,2021-02-17 09:00:00,0.0
282,2021-02-19 21:00:00,0.0
283,2021-02-19 22:00:00,0.0
284,2021-02-20 21:00:00,-1.0
285,2021-02-20 22:00:00,0.0
286,2021-02-21 00:00:00,1.0
287,2021-02-21 22:00:00,0.0
288,2021-02-22 00:00:00,0.0
289,2021-02-23 12:00:00,0.0
290,2021-02-24 14:00:00,0.0
291,2021-02-25 02:00:00,0.0
292,2021-02-25 06:00:00,0.0
293,2021-02-25 07:00:00,0.0
294,2021-02-25 12:00:00,0.0
295,2021-02-25 23:00:00,0.0
296,2021-02-26 10:00:00,0.0
297,2021-02-26 11:00:00,0.0
298,2021-03-01 19:00:00,0.0
299,2021-03-01 20:00:00,0.0
300,2021-03-01 23:00:00,0.0
301,2021-03-02 18:00:00,-1.0
302,2021-03-02 19:00:00,0.0
303,2021-03-02 21:00:00,0.0
304,2021-03-02 22:00:00,0.0
305,2021-03-03 12:00:00,0.0
306,2021-03-03 21:00:00,0.0
307,2021-03-04 01:00:00,0.0
308,2021-03-05 11:00:00,0.0
309,2021-03-05 23:00:00,0.0
310,2021-03-06 02:00:00,0.0
311,2021-03-06 05:00:00,0.0
312,2021-03-06 23:00:00,0.0
313,2021-03-07 23:00:00,0.0
314,2021-03-08 11:00:00,0.0
315,2021-03-08 14:00:00,0.0
316,2021-03-12 19:00:00,-1.0
317,2021-03-12 20:00:00,0.0
318,2021-03-13 00:00:00,0.0
319,2021-03-13 08:00:00,0.0
320,2021-03-14 00:00:00,0.0
321,2021-03-14 02:00:00,0.0
322,2021-03-14 04:00:00,0.0
323,2021-03-14 05:00:00,0.0
324,2021-03-14 14:00:00,0.0
325,2021-03-14 15:00:00,0.0
326,2021-03-15 20:00:00,-1.0
327,2021-03-17 00:00:00,0.0
328,2021-03-17 02:00:00,0.0
329,2021-03-18 07:00:00,0.0
330,2021-03-18 08:00:00,0.0
331,2021-03-19 00:00:00,0.0
332,2021-03-19 03:00:00,0.0
333,2021-03-20 10:00:00,0.0
334,2021-03-23 02:00:00,0.0
